,instant,date,season_type,year,month,hour,holiday_or_not,week_day,working_day,weather_sit,temperature,atemperature,humidity,windspeed,casual_user,registered_user,count
15931,15932,2012-11-01,4,1,11,12,0,4,1,3,0.42,0.43,0.68,0.1757,25,200,225
15932,15933,2012-11-01,4,1,11,13,0,4,1,2,0.44,0.44,0.64,0.1757,51,201,252
15933,15934,2012-11-01,4,1,11,14,0,4,1,2,0.44,0.44,0.55,0.2396,33,156,189
15934,15935,2012-11-01,4,1,11,15,0,4,1,2,0.44,0.44,0.59,0.1757,37,181,218
15935,15936,2012-11-01,4,1,11,16,0,4,1,2,0.44,0.44,0.59,0.1757,33,315,348
15936,15937,2012-11-01,4,1,11,17,0,4,1,3,0.44,0.44,0.55,0.2396,39,654,693
15937,15938,2012-11-01,4,1,11,18,0,4,1,2,0.44,0.44,0.55,0.1757,52,630,682
15938,15939,2012-11-01,4,1,11,19,0,4,1,2,0.44,0.44,0.55,0.1757,30,426,456
15939,15940,2012-11-01,4,1,11,20,0,4,1,2,0.42,0.43,0.59,0.2715,18,282,300
15940,15941,2012-11-01,4,1,11,21,0,4,1,2,0.42,0.43,0.59,0.1437,31,240,271
15941,15942,2012-11-01,4,1,11,22,0,4,1,1,0.4,0.38,0.63,0.1757,29,177,206
15942,15943,2012-11-01,4,1,11,23,0,4,1,1,0.37,0.36,0.63,0.1757,10,114,124
15943,15944,2012-11-02,4,1,11,0,0,5,1,1,0.37,0.36,0.63,0.1757,12,42,54
15944,15945,2012-11-02,4,1,11,1,0,5,1,1,0.35,0.34,0.73,0.1757,7,21,28
15945,15946,2012-11-02,4,1,11,2,0,5,1,1,0.35,0.34,0.73,0.1757,5,9,14
15946,15947,2012-11-02,4,1,11,3,0,5,1,1,0.33,0.33,0.77,0.1757,2,5,7
15947,15948,2012-11-02,4,1,11,4,0,5,1,1,0.33,0.34,0.77,0.1118,3,8,11
15948,15949,2012-11-02,4,1,11,5,0,5,1,2,0.35,0.34,0.73,0.1757,3,27,30
15949,15950,2012-11-02,4,1,11,6,0,5,1,1,0.33,0.33,0.77,0.1757,4,122,126
15950,15951,2012-11-02,4,1,11,7,0,5,1,2,0.33,0.33,0.77,0.1437,10,351,361
15951,15952,2012-11-02,4,1,11,8,0,5,1,1,0.35,0.36,0.63,0.1118,33,658,691
15952,15953,2012-11-02,4,1,11,9,0,5,1,1,0.37,0.38,0.58,0.1118,29,357,386
15953,15954,2012-11-02,4,1,11,10,0,5,1,1,0.42,0.43,0.51,0.3194,23,185,208
15954,15955,2012-11-02,4,1,11,11,0,5,1,1,0.46,0.46,0.45,0.4472,44,181,225
15955,15956,2012-11-02,4,1,11,12,0,5,1,1,0.46,0.46,0.45,0.3833,54,242,296
15956,15957,2012-11-02,4,1,11,13,0,5,1,1,0.44,0.44,0.47,0.3833,66,232,298
15957,15958,2012-11-02,4,1,11,14,0,5,1,2,0.44,0.44,0.44,0.527,65,201,266
15958,15959,2012-11-02,4,1,11,15,0,5,1,2,0.44,0.44,0.44,0.4472,53,257,310
15959,15960,2012-11-02,4,1,11,16,0,5,1,1,0.42,0.43,0.44,0.3514,50,375,425
15960,15961,2012-11-02,4,1,11,17,0,5,1,1,0.42,0.43,0.44,0.3514,59,583,642
15961,15962,2012-11-02,4,1,11,18,0,5,1,2,0.42,0.43,0.47,0.3514,34,492,526
15962,15963,2012-11-02,4,1,11,19,0,5,1,2,0.42,0.43,0.47,0.3194,40,338,378
15963,15964,2012-11-02,4,1,11,20,0,5,1,2,0.4,0.36,0.51,0.4472,16,209,225
15964,15965,2012-11-02,4,1,11,21,0,5,1,2,0.4,0.36,0.51,0.3833,25,135,160
15965,15966,2012-11-02,4,1,11,22,0,5,1,1,0.4,0.36,0.51,0.2715,16,137,153
15966,15967,2012-11-02,4,1,11,23,0,5,1,1,0.37,0.33,0.58,0.3194,13,110,123
15967,15968,2012-11-03,4,1,11,0,0,6,0,1,0.37,0.36,0.58,0.1757,11,101,112
15968,15969,2012-11-03,4,1,11,1,0,6,0,2,0.37,0.33,0.54,0.3514,8,85,93
15969,15970,2012-11-03,4,1,11,2,0,6,0,2,0.37,0.34,0.54,0.2715,12,38,50
15970,15971,2012-11-03,4,1,11,3,0,6,0,2,0.37,0.34,0.54,0.2715,8,24,32
15971,15972,2012-11-03,4,1,11,4,0,6,0,2,0.35,0.33,0.54,0.3194,10,10,20
15972,15973,2012-11-03,4,1,11,5,0,6,0,2,0.35,0.33,0.54,0.2715,3,10,13
15973,15974,2012-11-03,4,1,11,6,0,6,0,2,0.35,0.34,0.54,0.2076,6,19,25
15974,15975,2012-11-03,4,1,11,7,0,6,0,2,0.35,0.33,0.54,0.2715,3,60,63
15975,15976,2012-11-03,4,1,11,8,0,6,0,2,0.37,0.33,0.51,0.3194,12,134,146
15976,15977,2012-11-03,4,1,11,9,0,6,0,2,0.37,0.33,0.54,0.3194,33,190,223
15977,15978,2012-11-03,4,1,11,10,0,6,0,1,0.4,0.36,0.51,0.4153,70,262,332
15978,15979,2012-11-03,4,1,11,11,0,6,0,2,0.4,0.36,0.51,0.4153,58,286,344
15979,15980,2012-11-03,4,1,11,12,0,6,0,2,0.4,0.34,0.51,0.4951,76,322,398
15980,15981,2012-11-03,4,1,11,13,0,6,0,2,0.4,0.36,0.51,0.3833,112,341,453
15981,15982,2012-11-03,4,1,11,14,0,6,0,2,0.4,0.36,0.55,0.3514,138,321,459
15982,15983,2012-11-03,4,1,11,15,0,6,0,2,0.4,0.34,0.51,0.4791,119,333,452
15983,15984,2012-11-03,4,1,11,16,0,6,0,2,0.4,0.36,0.51,0.3514,110,294,404
15984,15985,2012-11-03,4,1,11,17,0,6,0,2,0.4,0.36,0.51,0.3194,114,300,414
15985,15986,2012-11-03,4,1,11,18,0,6,0,2,0.4,0.36,0.51,0.3035,60,241,301
15986,15987,2012-11-03,4,1,11,19,0,6,0,1,0.4,0.38,0.55,0.1757,24,219,243
15987,15988,2012-11-03,4,1,11,20,0,6,0,1,0.37,0.36,0.58,0.1437,25,160,185
15988,15989,2012-11-03,4,1,11,21,0,6,0,1,0.37,0.38,0.58,0.1118,33,137,170
15989,15990,2012-11-03,4,1,11,22,0,6,0,1,0.35,0.36,0.63,0.1118,15,135,150
15990,15991,2012-11-03,4,1,11,23,0,6,0,1,0.35,0.36,0.63,0.1118,17,135,152
15991,15992,2012-11-04,4,1,11,0,0,0,0,1,0.33,0.34,0.67,0.1118,7,99,106
15992,15993,2012-11-04,4,1,11,1,0,0,0,1,0.29,0.31,0.89,0.0959,28,141,169
15993,15994,2012-11-04,4,1,11,2,0,0,0,1,0.33,0.36,0.72,0.0,8,33,41
15994,15995,2012-11-04,4,1,11,3,0,0,0,1,0.31,0.31,0.67,0.1118,3,12,15
15995,15996,2012-11-04,4,1,11,4,0,0,0,1,0.29,0.29,0.72,0.1437,4,9,13
15996,15997,2012-11-04,4,1,11,5,0,0,0,1,0.29,0.29,0.72,0.1118,2,7,9
15997,15998,2012-11-04,4,1,11,6,0,0,0,1,0.31,0.31,0.67,0.1437,4,16,20
15998,15999,2012-11-04,4,1,11,7,0,0,0,1,0.29,0.29,0.72,0.1118,13,41,54
15999,16000,2012-11-04,4,1,11,8,0,0,0,1,0.33,0.33,0.62,0.1437,36,117,153
16000,16001,2012-11-04,4,1,11,9,0,0,0,1,0.35,0.36,0.58,0.0,58,163,221
16001,16002,2012-11-04,4,1,11,10,0,0,0,1,0.37,0.36,0.54,0.2076,75,289,364
16002,16003,2012-11-04,4,1,11,11,0,0,0,1,0.42,0.43,0.51,0.2396,136,313,449
16003,16004,2012-11-04,4,1,11,12,0,0,0,1,0.42,0.43,0.51,0.2396,152,356,508
16004,16005,2012-11-04,4,1,11,13,0,0,0,1,0.44,0.44,0.47,0.2396,124,373,497
16005,16006,2012-11-04,4,1,11,14,0,0,0,1,0.44,0.44,0.44,0.2076,151,362,513
16006,16007,2012-11-04,4,1,11,15,0,0,0,1,0.44,0.44,0.44,0.2396,151,302,453
16007,16008,2012-11-04,4,1,11,16,0,0,0,1,0.44,0.44,0.44,0.3514,121,318,439
16008,16009,2012-11-04,4,1,11,17,0,0,0,1,0.4,0.38,0.47,0.2076,59,272,331
16009,16010,2012-11-04,4,1,11,18,0,0,0,1,0.4,0.38,0.47,0.2396,33,208,241
16010,16011,2012-11-04,4,1,11,19,0,0,0,1,0.4,0.36,0.47,0.2715,26,205,231
16011,16012,2012-11-04,4,1,11,20,0,0,0,1,0.35,0.31,0.58,0.3833,9,136,145
16012,16013,2012-11-04,4,1,11,21,0,0,0,1,0.33,0.29,0.57,0.3194,18,73,91
16013,16014,2012-11-04,4,1,11,22,0,0,0,1,0.33,0.31,0.57,0.3035,17,66,83
16014,16015,2012-11-04,4,1,11,23,0,0,0,2,0.33,0.33,0.62,0.1757,14,43,57
16015,16016,2012-11-05,4,1,11,0,0,1,1,2,0.33,0.31,0.62,0.2076,5,22,27
16016,16017,2012-11-05,4,1,11,1,0,1,1,2,0.33,0.33,0.62,0.1757,2,10,12
16017,16018,2012-11-05,4,1,11,2,0,1,1,2,0.33,0.33,0.62,0.1757,4,6,10
16018,16019,2012-11-05,4,1,11,3,0,1,1,2,0.33,0.31,0.62,0.2396,3,5,8
16019,16020,2012-11-05,4,1,11,4,0,1,1,2,0.33,0.31,0.57,0.2715,7,13,20
16020,16021,2012-11-05,4,1,11,5,0,1,1,2,0.33,0.29,0.57,0.3514,3,40,43
16021,16022,2012-11-05,4,1,11,6,0,1,1,2,0.33,0.31,0.54,0.3035,6,137,143
16022,16023,2012-11-05,4,1,11,7,0,1,1,2,0.33,0.31,0.54,0.2715,10,455,465
16023,16024,2012-11-05,4,1,11,8,0,1,1,2,0.33,0.31,0.54,0.2396,21,631,652
16024,16025,2012-11-05,4,1,11,9,0,1,1,2,0.33,0.31,0.57,0.3035,20,241,261
16025,16026,2012-11-05,4,1,11,10,0,1,1,1,0.35,0.33,0.54,0.3035,32,114,146
16026,16027,2012-11-05,4,1,11,11,0,1,1,1,0.37,0.34,0.51,0.2396,33,121,154
16027,16028,2012-11-05,4,1,11,12,0,1,1,1,0.4,0.36,0.47,0.3514,40,208,248
16028,16029,2012-11-05,4,1,11,13,0,1,1,1,0.4,0.36,0.44,0.2715,41,185,226
16029,16030,2012-11-05,4,1,11,14,0,1,1,1,0.42,0.43,0.44,0.1757,33,167,200
16030,16031,2012-11-05,4,1,11,15,0,1,1,1,0.42,0.43,0.44,0.3035,26,209,235
16031,16032,2012-11-05,4,1,11,16,0,1,1,1,0.4,0.36,0.47,0.3035,37,327,364
16032,16033,2012-11-05,4,1,11,17,0,1,1,1,0.37,0.34,0.51,0.2396,36,606,642
16033,16034,2012-11-05,4,1,11,18,0,1,1,1,0.37,0.34,0.51,0.2396,21,525,546
16034,16035,2012-11-05,4,1,11,19,0,1,1,1,0.35,0.34,0.54,0.1757,13,363,376
16035,16036,2012-11-05,4,1,11,20,0,1,1,1,0.35,0.33,0.54,0.2715,15,230,245
16036,16037,2012-11-05,4,1,11,21,0,1,1,1,0.33,0.31,0.57,0.3035,10,146,156
16037,16038,2012-11-05,4,1,11,22,0,1,1,1,0.31,0.29,0.62,0.2076,6,113,119
16038,16039,2012-11-05,4,1,11,23,0,1,1,1,0.29,0.29,0.66,0.1437,2,55,57
16039,16040,2012-11-06,4,1,11,0,0,2,1,1,0.26,0.28,0.66,0.1118,3,20,23
16040,16041,2012-11-06,4,1,11,1,0,2,1,1,0.26,0.26,0.66,0.1757,2,10,12
16041,16042,2012-11-06,4,1,11,2,0,2,1,1,0.26,0.28,0.72,0.0959,2,4,6
16042,16043,2012-11-06,4,1,11,3,0,2,1,1,0.24,0.26,0.7,0.1118,2,6,8
16043,16044,2012-11-06,4,1,11,4,0,2,1,1,0.24,0.28,0.76,0.0959,2,9,11
16044,16045,2012-11-06,4,1,11,5,0,2,1,2,0.24,0.25,0.7,0.2076,3,42,45
16045,16046,2012-11-06,4,1,11,6,0,2,1,1,0.24,0.25,0.76,0.1437,8,145,153
16046,16047,2012-11-06,4,1,11,7,0,2,1,1,0.22,0.23,0.76,0.1757,11,380,391
16047,16048,2012-11-06,4,1,11,8,0,2,1,1,0.24,0.25,0.76,0.1757,22,570,592
16048,16049,2012-11-06,4,1,11,9,0,2,1,1,0.29,0.28,0.66,0.1757,27,340,367
16049,16050,2012-11-06,4,1,11,10,0,2,1,1,0.33,0.31,0.54,0.2076,43,191,234
16050,16051,2012-11-06,4,1,11,11,0,2,1,1,0.35,0.36,0.5,0.1437,41,179,220
16051,16052,2012-11-06,4,1,11,12,0,2,1,1,0.35,0.36,0.5,0.1437,33,219,252
16052,16053,2012-11-06,4,1,11,13,0,2,1,1,0.37,0.36,0.51,0.1437,48,234,282
16053,16054,2012-11-06,4,1,11,14,0,2,1,1,0.4,0.39,0.44,0.1118,46,198,244
16054,16055,2012-11-06,4,1,11,15,0,2,1,1,0.37,0.34,0.51,0.2715,47,229,276
16055,16056,2012-11-06,4,1,11,16,0,2,1,1,0.37,0.36,0.51,0.1757,35,371,406
16056,16057,2012-11-06,4,1,11,17,0,2,1,1,0.35,0.33,0.58,0.2396,32,599,631
16057,16058,2012-11-06,4,1,11,18,0,2,1,1,0.35,0.33,0.63,0.3194,22,479,501
16058,16059,2012-11-06,4,1,11,19,0,2,1,1,0.33,0.31,0.62,0.2396,17,358,375
16059,16060,2012-11-06,4,1,11,20,0,2,1,1,0.33,0.31,0.67,0.2396,12,220,232
16060,16061,2012-11-06,4,1,11,21,0,2,1,2,0.33,0.31,0.62,0.2715,16,139,155
16061,16062,2012-11-06,4,1,11,22,0,2,1,2,0.33,0.31,0.62,0.2396,19,138,157
16062,16063,2012-11-06,4,1,11,23,0,2,1,1,0.33,0.31,0.62,0.2396,21,188,209
16063,16064,2012-11-07,4,1,11,0,0,3,1,2,0.33,0.31,0.62,0.3035,51,236,287
16064,16065,2012-11-07,4,1,11,1,0,3,1,2,0.31,0.29,0.67,0.2715,8,88,96
16065,16066,2012-11-07,4,1,11,2,0,3,1,2,0.31,0.28,0.62,0.3194,8,70,78
16066,16067,2012-11-07,4,1,11,3,0,3,1,2,0.31,0.28,0.57,0.3514,4,11,15
16067,16068,2012-11-07,4,1,11,4,0,3,1,2,0.31,0.28,0.57,0.3194,2,11,13
16068,16069,2012-11-07,4,1,11,5,0,3,1,2,0.31,0.28,0.57,0.3514,2,29,31
16069,16070,2012-11-07,4,1,11,6,0,3,1,2,0.29,0.26,0.62,0.3035,5,117,122
16070,16071,2012-11-07,4,1,11,7,0,3,1,2,0.29,0.25,0.62,0.3194,7,316,323
16071,16072,2012-11-07,4,1,11,8,0,3,1,2,0.29,0.26,0.66,0.3035,20,585,605
16072,16073,2012-11-07,4,1,11,9,0,3,1,2,0.29,0.26,0.66,0.3035,19,353,372
16073,16074,2012-11-07,4,1,11,10,0,3,1,2,0.31,0.28,0.62,0.3194,29,153,182
16074,16075,2012-11-07,4,1,11,11,0,3,1,2,0.35,0.31,0.56,0.3833,17,134,151
16075,16076,2012-11-07,4,1,11,12,0,3,1,2,0.35,0.33,0.58,0.3035,26,190,216
16076,16077,2012-11-07,4,1,11,13,0,3,1,2,0.35,0.33,0.58,0.2715,25,160,185
16077,16078,2012-11-07,4,1,11,14,0,3,1,2,0.35,0.31,0.58,0.3833,21,144,165
16078,16079,2012-11-07,4,1,11,15,0,3,1,2,0.35,0.33,0.58,0.3194,22,180,202
16079,16080,2012-11-07,4,1,11,16,0,3,1,2,0.35,0.31,0.58,0.3833,25,252,277
16080,16081,2012-11-07,4,1,11,17,0,3,1,2,0.35,0.31,0.58,0.4153,18,503,521
16081,16082,2012-11-07,4,1,11,18,0,3,1,2,0.35,0.31,0.58,0.3833,19,450,469
16082,16083,2012-11-07,4,1,11,19,0,3,1,2,0.33,0.29,0.62,0.3194,19,304,323
16083,16084,2012-11-07,4,1,11,20,0,3,1,2,0.35,0.33,0.54,0.3514,9,251,260
16084,16085,2012-11-07,4,1,11,21,0,3,1,2,0.35,0.33,0.54,0.3194,7,123,130
16085,16086,2012-11-07,4,1,11,22,0,3,1,3,0.33,0.31,0.62,0.2715,6,58,64
16086,16087,2012-11-07,4,1,11,23,0,3,1,3,0.31,0.29,0.72,0.2396,5,39,44
16087,16088,2012-11-08,4,1,11,0,0,4,1,3,0.31,0.29,0.67,0.2396,3,16,19
16088,16089,2012-11-08,4,1,11,1,0,4,1,3,0.33,0.29,0.57,0.3833,3,13,16
16089,16090,2012-11-08,4,1,11,2,0,4,1,2,0.33,0.31,0.54,0.2396,3,7,10
16090,16091,2012-11-08,4,1,11,4,0,4,1,2,0.33,0.31,0.5,0.3035,3,11,14
16091,16092,2012-11-08,4,1,11,5,0,4,1,2,0.33,0.31,0.46,0.2396,2,37,39
16092,16093,2012-11-08,4,1,11,6,0,4,1,1,0.33,0.31,0.43,0.2396,4,124,128
16093,16094,2012-11-08,4,1,11,7,0,4,1,1,0.31,0.28,0.4,0.4153,14,413,427
16094,16095,2012-11-08,4,1,11,8,0,4,1,1,0.33,0.31,0.36,0.3035,18,654,672
16095,16096,2012-11-08,4,1,11,9,0,4,1,1,0.35,0.31,0.34,0.3833,24,255,279
16096,16097,2012-11-08,4,1,11,10,0,4,1,1,0.35,0.33,0.34,0.3514,15,150,165
16097,16098,2012-11-08,4,1,11,11,0,4,1,1,0.4,0.36,0.32,0.4153,18,157,175
16098,16099,2012-11-08,4,1,11,12,0,4,1,1,0.44,0.44,0.26,0.527,35,204,239
16099,16100,2012-11-08,4,1,11,13,0,4,1,1,0.48,0.47,0.2,0.4472,35,197,232
16100,16101,2012-11-08,4,1,11,14,0,4,1,1,0.48,0.47,0.2,0.4472,35,151,186
16101,16102,2012-11-08,4,1,11,15,0,4,1,1,0.48,0.47,0.2,0.4472,34,203,237
16102,16103,2012-11-08,4,1,11,16,0,4,1,1,0.46,0.46,0.18,0.4153,20,323,343
16103,16104,2012-11-08,4,1,11,17,0,4,1,1,0.44,0.44,0.22,0.3194,38,558,596
16104,16105,2012-11-08,4,1,11,18,0,4,1,1,0.44,0.44,0.26,0.4472,18,493,511
16105,16106,2012-11-08,4,1,11,19,0,4,1,1,0.42,0.43,0.3,0.3833,16,361,377
16106,16107,2012-11-08,4,1,11,20,0,4,1,1,0.42,0.43,0.32,0.4951,12,237,249
16107,16108,2012-11-08,4,1,11,21,0,4,1,1,0.4,0.36,0.41,0.4153,13,224,237
16108,16109,2012-11-08,4,1,11,22,0,4,1,1,0.37,0.33,0.46,0.3194,16,149,165
16109,16110,2012-11-08,4,1,11,23,0,4,1,1,0.37,0.33,0.51,0.3833,7,84,91
16110,16111,2012-11-09,4,1,11,0,0,5,1,1,0.37,0.33,0.54,0.3514,11,48,59
16111,16112,2012-11-09,4,1,11,1,0,5,1,1,0.35,0.33,0.58,0.3035,5,19,24
16112,16113,2012-11-09,4,1,11,2,0,5,1,1,0.35,0.33,0.58,0.2715,3,13,16
16113,16114,2012-11-09,4,1,11,3,0,5,1,1,0.35,0.31,0.58,0.4472,5,8,13
16114,16115,2012-11-09,4,1,11,4,0,5,1,1,0.35,0.31,0.58,0.3833,2,16,18
16115,16116,2012-11-09,4,1,11,5,0,5,1,1,0.33,0.31,0.62,0.2076,4,27,31
16116,16117,2012-11-09,4,1,11,6,0,5,1,1,0.29,0.29,0.72,0.1118,7,128,135
16117,16118,2012-11-09,4,1,11,7,0,5,1,1,0.29,0.29,0.72,0.1437,11,334,345
16118,16119,2012-11-09,4,1,11,8,0,5,1,1,0.35,0.34,0.63,0.1757,27,670,697
16119,16120,2012-11-09,4,1,11,9,0,5,1,1,0.37,0.33,0.58,0.4472,25,306,331
16120,16121,2012-11-09,4,1,11,10,0,5,1,1,0.4,0.36,0.55,0.3514,36,165,201
16121,16122,2012-11-09,4,1,11,11,0,5,1,1,0.44,0.44,0.52,0.3194,68,187,255
16122,16123,2012-11-09,4,1,11,12,0,5,1,1,0.48,0.47,0.45,0.3514,50,216,266
16123,16124,2012-11-09,4,1,11,13,0,5,1,1,0.51,0.49,0.42,0.3194,64,239,303
16124,16125,2012-11-09,4,1,11,14,0,5,1,1,0.51,0.49,0.42,0.2076,69,209,278
16125,16126,2012-11-09,4,1,11,15,0,5,1,1,0.51,0.49,0.4,0.2396,80,280,360
16126,16127,2012-11-09,4,1,11,16,0,5,1,1,0.51,0.49,0.42,0.1757,59,379,438
16127,16128,2012-11-09,4,1,11,17,0,5,1,1,0.46,0.46,0.48,0.1437,63,595,658
16128,16129,2012-11-09,4,1,11,18,0,5,1,1,0.46,0.46,0.48,0.1118,48,452,500
16129,16130,2012-11-09,4,1,11,19,0,5,1,1,0.37,0.38,0.78,0.0959,32,333,365
16130,16131,2012-11-09,4,1,11,20,0,5,1,1,0.4,0.38,0.73,0.1437,22,237,259
16131,16132,2012-11-09,4,1,11,21,0,5,1,1,0.37,0.39,0.84,0.0,25,178,203
16132,16133,2012-11-09,4,1,11,22,0,5,1,1,0.37,0.38,0.78,0.1118,19,148,167
16133,16134,2012-11-09,4,1,11,23,0,5,1,1,0.35,0.36,0.89,0.0959,22,144,166
16134,16135,2012-11-10,4,1,11,0,0,6,0,1,0.35,0.36,0.84,0.0959,18,108,126
16135,16136,2012-11-10,4,1,11,1,0,6,0,1,0.33,0.34,0.89,0.0959,10,70,80
16136,16137,2012-11-10,4,1,11,2,0,6,0,1,0.35,0.38,0.89,0.0,4,44,48
16137,16138,2012-11-10,4,1,11,3,0,6,0,1,0.33,0.36,0.89,0.0,11,13,24
16138,16139,2012-11-10,4,1,11,4,0,6,0,1,0.29,0.29,0.96,0.1118,4,6,10
16139,16140,2012-11-10,4,1,11,5,0,6,0,1,0.31,0.34,0.96,0.0,3,11,14
16140,16141,2012-11-10,4,1,11,6,0,6,0,1,0.26,0.28,1.02,0.0959,7,13,20
16141,16142,2012-11-10,4,1,11,7,0,6,0,1,0.29,0.29,0.96,0.1118,16,59,75
16142,16143,2012-11-10,4,1,11,8,0,6,0,1,0.35,0.38,0.84,0.0,18,132,150
16143,16144,2012-11-10,4,1,11,9,0,6,0,1,0.4,0.38,0.73,0.2076,45,218,263
16144,16145,2012-11-10,4,1,11,10,0,6,0,1,0.44,0.44,0.64,0.0,88,266,354
16145,16146,2012-11-10,4,1,11,11,0,6,0,1,0.44,0.44,0.64,0.1118,145,325,470
16146,16147,2012-11-10,4,1,11,12,0,6,0,1,0.53,0.51,0.53,0.0,260,350,610
16147,16148,2012-11-10,4,1,11,13,0,6,0,1,0.57,0.54,0.43,0.0,270,385,655
16148,16149,2012-11-10,4,1,11,14,0,6,0,1,0.59,0.56,0.41,0.0,282,349,631
16149,16150,2012-11-10,4,1,11,15,0,6,0,1,0.57,0.54,0.5,0.0,218,353,571
16150,16151,2012-11-10,4,1,11,16,0,6,0,1,0.59,0.56,0.41,0.0,229,380,609
16151,16152,2012-11-10,4,1,11,17,0,6,0,1,0.55,0.52,0.5,0.2076,185,320,505
16152,16153,2012-11-10,4,1,11,18,0,6,0,1,0.48,0.47,0.59,0.1437,105,258,363
16153,16154,2012-11-10,4,1,11,19,0,6,0,1,0.51,0.49,0.56,0.0959,57,230,287
16154,16155,2012-11-10,4,1,11,20,0,6,0,1,0.48,0.47,0.59,0.0,41,155,196
16155,16156,2012-11-10,4,1,11,21,0,6,0,1,0.44,0.44,0.73,0.0,53,171,224
16156,16157,2012-11-10,4,1,11,22,0,6,0,1,0.42,0.43,0.78,0.0959,41,156,197
16157,16158,2012-11-10,4,1,11,23,0,6,0,1,0.4,0.39,0.78,0.1118,28,122,150
16158,16159,2012-11-11,4,1,11,0,0,0,0,1,0.37,0.38,0.89,0.0959,16,112,128
16159,16160,2012-11-11,4,1,11,1,0,0,0,1,0.37,0.38,0.84,0.0959,28,84,112
16160,16161,2012-11-11,4,1,11,2,0,0,0,1,0.35,0.36,0.96,0.1118,14,60,74
16161,16162,2012-11-11,4,1,11,3,0,0,0,1,0.37,0.39,0.89,0.0,11,41,52
16162,16163,2012-11-11,4,1,11,4,0,0,0,1,0.35,0.36,0.89,0.1118,7,8,15
16163,16164,2012-11-11,4,1,11,5,0,0,0,1,0.33,0.33,0.96,0.1437,2,14,16
16164,16165,2012-11-11,4,1,11,6,0,0,0,1,0.33,0.34,0.96,0.0959,5,18,23
16165,16166,2012-11-11,4,1,11,7,0,0,0,1,0.33,0.34,0.98,0.0959,14,58,72
16166,16167,2012-11-11,4,1,11,8,0,0,0,1,0.35,0.36,0.96,0.1118,34,89,123
16167,16168,2012-11-11,4,1,11,9,0,0,0,1,0.4,0.41,0.85,0.0,96,181,277
16168,16169,2012-11-11,4,1,11,10,0,0,0,1,0.44,0.44,0.76,0.1118,135,274,409
16169,16170,2012-11-11,4,1,11,11,0,0,0,1,0.51,0.49,0.65,0.1437,182,326,508
16170,16171,2012-11-11,4,1,11,12,0,0,0,1,0.55,0.52,0.53,0.0959,197,392,589
16171,16172,2012-11-11,4,1,11,13,0,0,0,1,0.59,0.56,0.5,0.1118,264,426,690
16172,16173,2012-11-11,4,1,11,14,0,0,0,1,0.66,0.67,0.36,0.1757,294,364,658
16173,16174,2012-11-11,4,1,11,15,0,0,0,1,0.62,0.57,0.41,0.2396,306,422,728
16174,16175,2012-11-11,4,1,11,16,0,0,0,1,0.59,0.56,0.46,0.2396,262,395,657
16175,16176,2012-11-11,4,1,11,17,0,0,0,1,0.59,0.56,0.5,0.1757,153,344,497
16176,16177,2012-11-11,4,1,11,18,0,0,0,1,0.57,0.54,0.5,0.1437,104,305,409
16177,16178,2012-11-11,4,1,11,19,0,0,0,1,0.53,0.51,0.61,0.1437,71,210,281
16178,16179,2012-11-11,4,1,11,20,0,0,0,1,0.48,0.47,0.68,0.1757,56,148,204
16179,16180,2012-11-11,4,1,11,21,0,0,0,1,0.48,0.47,0.74,0.2396,46,129,175
16180,16181,2012-11-11,4,1,11,22,0,0,0,1,0.46,0.46,0.78,0.2076,23,115,138
16181,16182,2012-11-11,4,1,11,23,0,0,0,1,0.46,0.46,0.78,0.2076,18,95,113
16182,16183,2012-11-12,4,1,11,0,1,1,0,1,0.46,0.46,0.78,0.1118,8,45,53
16183,16184,2012-11-12,4,1,11,1,1,1,0,1,0.44,0.44,0.84,0.1757,6,28,34
16184,16185,2012-11-12,4,1,11,2,1,1,0,1,0.44,0.44,0.84,0.1437,8,16,24
16185,16186,2012-11-12,4,1,11,3,1,1,0,1,0.44,0.44,0.84,0.1437,3,5,8
16186,16187,2012-11-12,4,1,11,4,1,1,0,1,0.44,0.44,0.84,0.0959,3,5,8
16187,16188,2012-11-12,4,1,11,5,1,1,0,1,0.42,0.43,0.96,0.0,3,25,28
16188,16189,2012-11-12,4,1,11,6,1,1,0,1,0.42,0.43,0.96,0.1118,9,66,75
16189,16190,2012-11-12,4,1,11,7,1,1,0,1,0.44,0.44,0.96,0.0,18,250,268
16190,16191,2012-11-12,4,1,11,8,1,1,0,1,0.46,0.46,0.9,0.1757,52,492,544
16191,16192,2012-11-12,4,1,11,9,1,1,0,1,0.48,0.47,0.97,0.1118,62,339,401
16192,16193,2012-11-12,4,1,11,10,1,1,0,1,0.53,0.51,0.85,0.1757,84,186,270
16193,16194,2012-11-12,4,1,11,11,1,1,0,1,0.57,0.54,0.79,0.1757,114,257,371
16194,16195,2012-11-12,4,1,11,12,1,1,0,1,0.62,0.57,0.7,0.2396,107,316,423
16195,16196,2012-11-12,4,1,11,13,1,1,0,1,0.66,0.65,0.66,0.2396,110,314,424
16196,16197,2012-11-12,4,1,11,14,1,1,0,1,0.64,0.59,0.66,0.3035,136,312,448
16197,16198,2012-11-12,4,1,11,15,1,1,0,1,0.62,0.57,0.7,0.2715,104,282,386
16198,16199,2012-11-12,4,1,11,16,1,1,0,1,0.62,0.57,0.7,0.1757,89,349,438
